"","CO_ANO","CO_MES","CO_NCM","CO_UNID","CO_PAIS","SG_UF_NCM","CO_VIA","CO_URF","QT_ESTAT","KG_LIQUIDO","VL_FOB"
"1",2018,8,73182400,10,23,"SP",1,817800,492,34,1363
"2",2018,3,19053100,10,845,"SC",7,1010252,10575,10575,13582
"3",2018,3,87141000,10,23,"ND",4,227700,31,31,195
"4",2018,3,39199090,10,63,"MG",7,1017503,5687,5687,30121
"5",2018,8,41044130,15,190,"RS",1,1017700,9581,13110,101826
"6",2018,11,84212990,11,589,"SP",0,817800,39306,10685,81216
"7",2018,10,7103000,10,434,"RS",0,1017700,40,40,94
"8",2018,6,48219000,10,169,"SP",4,817700,2,2,208
"9",2018,7,76072000,10,239,"SP",0,817800,1053,1053,4692
"10",2018,2,40169990,10,249,"SP",4,817700,242,198,29878
"11",2018,7,62046900,11,23,"SP",1,817800,48,18,1267
"12",2018,12,21023000,10,607,"SP",0,817800,2,2,17
"13",2018,1,40161010,10,63,"RJ",7,1017500,5,5,85
"14",2018,3,49119900,10,97,"SP",4,817600,1686,1686,20317
"15",2018,8,40021919,10,576,"RJ",0,717600,22678,22678,34856
"16",2018,11,84099969,11,249,"SP",1,817800,40034,4206,414004
"17",2018,10,64022000,13,586,"MG",7,917500,6204,2178,20168
"18",2018,4,85177099,10,586,"SP",7,917500,1,1,29
"19",2018,11,87089490,10,845,"SP",7,1017701,108,117,2118
"20",2018,12,22029900,17,163,"RS",0,1017800,120,120,128
"21",2018,10,3061190,10,160,"CE",0,817800,9,9,40
"22",2018,1,21011110,21,190,"SP",1,817800,108,108370,651086
"23",2018,10,85365090,11,199,"SP",4,817600,1,0,26
"24",2018,10,94035000,11,317,"PR",1,917800,767,51052,48087
"25",2018,10,84821010,11,169,"RS",1,1017700,513,23,1238
"26",2018,6,84821090,11,586,"SC",9,917500,125,53,993
"27",2018,6,68029390,10,249,"ES",0,817800,4016070,4036466,2601343
"28",2018,6,90329099,10,63,"SP",1,817800,2,2,969
"29",2018,8,84099914,11,169,"SP",0,817800,1219,345,5893
"30",2018,4,33069000,10,239,"SP",1,817800,17073,17073,51587
"31",2018,7,82013000,10,589,"RS",1,1017700,33731,33731,76101
"32",2018,11,16041410,10,538,"SP",0,817800,81,34,212
"33",2018,7,84219999,10,158,"SP",4,817600,11539,2258,74019
"34",2018,7,68029990,10,72,"ES",1,817800,14990,14990,55704
"35",2018,7,62053000,11,249,"RJ",4,717700,7,3,238
"36",2018,4,33072090,10,249,"ES",4,817600,7,7,134
"37",2018,4,70072100,11,63,"SP",1,817800,3358,45202,149293
"38",2018,3,64022000,13,770,"CE",1,317900,18996,6947,61499
"39",2018,4,94018000,11,63,"PE",1,417902,509,1900,8108
"40",2018,2,9011110,21,17,"MG",1,717600,19,19175,46787
"41",2018,10,41041124,15,160,"GO",1,917800,110309,315760,396008
"42",2018,8,9011110,21,161,"SP",1,817800,37,37200,108780
"43",2018,7,94017100,11,177,"RS",1,1017700,6,267,4101
"44",2018,7,73182900,10,63,"RE",4,817600,0,0,1
"45",2018,3,40169300,10,169,"SP",4,817700,1346,1388,54917
"46",2018,3,90192030,10,357,"SP",4,817600,10,220,88929
"47",2018,5,90015000,11,399,"RJ",4,817600,65,3,94
"48",2018,8,70109022,10,628,"SP",1,817800,287850,190,1898
"49",2018,9,87085099,10,493,"SP",0,817800,95713,92962,323204
"50",2018,1,85365090,11,845,"ND",7,1010252,2,0,21
"51",2018,1,9011110,21,87,"MG",1,817800,1624644,7598339,22298584
"52",2018,5,25062000,10,386,"ES",1,727600,1718510,1718510,1187039
"53",2018,4,84339090,10,63,"PR",7,1017503,22439,22439,175328
"54",2018,1,87089300,11,493,"BA",1,817800,10,34,326
"55",2018,10,74040000,10,764,"BA",0,817800,207,207,229
"56",2018,7,85269100,11,249,"ND",9,810800,1,2,8507
"57",2018,6,30049099,10,586,"SP",4,817600,257,257,27343
"58",2018,10,84099912,11,249,"MG",0,717600,856,242590,323115
"59",2018,6,39219090,10,586,"SP",7,147800,1377,1377,4958
"60",2018,11,20081100,10,831,"SP",1,817800,150000,150000,207450
"61",2018,4,41079210,15,383,"RS",1,817800,2,2,1
"62",2018,3,73182900,10,589,"PR",1,917800,2,2,208
"63",2018,3,39081019,10,493,"SP",1,817800,1,1,26
"64",2018,7,72139190,10,63,"MG",7,1017500,537961,537961,314902
"65",2018,8,84186940,11,249,"SC",1,927700,2654,40021,347226
"66",2018,1,76169900,10,249,"RJ",4,817700,34,33,1907
"67",2018,4,39263000,10,586,"RS",9,917500,401,401,1340
"68",2018,2,39181000,10,445,"SP",9,810800,1300,1300,1810
"69",2018,1,33059000,10,573,"SP",4,817600,386,386,18073
"70",2018,1,64039990,13,383,"RS",4,817600,414,235,10977
"71",2018,2,2032900,10,351,"MG",1,817800,118509,118509,300070
"72",2018,1,84834090,11,850,"MT",4,817600,1,2,125
"73",2018,1,38244000,10,586,"SP",9,917500,73,73,139
"74",2018,4,84701000,11,845,"ND",7,1017701,4,0,4
"75",2018,5,73269090,10,361,"SP",4,817700,1,1,118
"76",2018,4,87082999,11,756,"SP",1,817800,110954,24604,269779
"77",2018,11,8031000,10,351,"PA",0,217800,15,15,21
"78",2018,7,23040090,21,365,"MT",1,817800,26595,26594598,11349458
"79",2018,6,85389090,10,158,"SP",4,817600,7,4,5765
"80",2018,12,52010020,21,160,"MT",1,817800,65571,65569383,113455547
"81",2018,12,40169300,10,493,"PR",4,817600,46,65,372
"82",2018,12,23011090,10,158,"SC",1,927700,569723,569723,330700
"83",2018,12,40082100,10,63,"SP",7,1017500,533,534,18240
"84",2018,11,39269090,10,586,"SC",7,917500,2712,2719,14404
"85",2018,6,82073000,10,249,"RS",1,1017700,120,120,4454
"86",2018,5,87081000,11,589,"RS",1,817800,2,40,727
"87",2018,5,73269090,10,97,"SC",7,147600,10269,10269,25051
"88",2018,12,62045900,11,399,"SP",4,817600,1,1,175
"89",2018,11,69051000,10,97,"SC",7,147600,9,9,35
"90",2018,12,39211390,10,589,"SP",4,817600,0,0,11
"91",2018,1,90322000,11,589,"SP",4,817600,12,5,425
"92",2018,6,40103400,10,589,"SP",1,817800,8,8,1294
"93",2018,7,84198999,11,611,"SP",0,817800,66,78,11084
"94",2018,11,84678100,11,756,"SP",1,817800,1065,9447,300722
"95",2018,6,87082993,11,169,"MG",1,717600,15,183,4940
"96",2018,6,39269090,10,399,"SP",1,817800,2313,2313,25935
"97",2018,6,73182900,10,676,"SP",1,817800,7036,7036,34257
"98",2018,6,84254100,11,249,"ND",1,817800,12,780,10845
"99",2018,12,4051000,10,476,"PR",0,917800,59,85,420
"100",2018,8,82032010,10,815,"RS",0,817800,142,142,1069
"101",2018,1,94035000,11,249,"SC",1,927800,56418,1328846,3581977
"102",2018,6,48043190,10,607,"SP",1,817800,124386,124386,133183
"103",2018,6,84671190,11,199,"SC",1,817800,4,2,3706
"104",2018,6,84314929,10,63,"SP",4,817600,34,32,900
"105",2018,7,28470000,10,239,"BA",1,517800,461475,461475,272270
"106",2018,7,84099999,10,589,"PR",1,927700,4,4,273
"107",2018,12,5040011,10,351,"SP",0,817800,73900,73900,315904
"108",2018,11,25140000,10,628,"MG",0,717600,16807,16807,5746
"109",2018,1,10063011,10,607,"RS",1,1017700,25200,25200,12827
"110",2018,1,84139190,10,586,"ND",7,917500,41553,41553,135466
"111",2018,1,38061000,10,399,"SP",1,917800,306000,306000,371100
"112",2018,1,20091900,10,301,"SP",1,817800,25440,25440,76320
"113",2018,1,73181500,10,493,"MG",1,717600,92,92,1216
"114",2018,9,83014000,10,63,"SP",0,817800,338,338,11559
"115",2018,12,19023000,10,476,"PA",0,210200,35,35,103
"116",2018,5,40169990,10,63,"RE",7,1017500,74,74,2089
"117",2018,5,60041044,10,169,"SC",1,927800,19,19,799
"118",2018,3,4039000,10,845,"MG",7,1017701,17728,17728,21451
"119",2018,3,21039091,10,607,"SP",1,817800,2,2,0
"120",2018,3,40169300,10,169,"SP",1,817800,694,694,35247
"121",2018,6,52112020,10,63,"MG",7,1017500,550,550,4592
"122",2018,9,2023000,10,351,"MT",0,927800,27002,27002,95856
"123",2018,6,34022000,10,158,"PE",7,1017500,7066,7066,18222
"124",2018,6,84818099,11,521,"SP",4,817700,3,2,408
"125",2018,12,8071900,10,301,"PR",0,917800,71,98,133
"126",2018,11,85365090,11,196,"SP",0,817800,120,15,2068
"127",2018,11,2013000,10,244,"MS",0,817800,72312,72312,333005
"128",2018,9,73181600,10,239,"SC",0,817800,2254,2241,6824
"129",2018,6,84839000,10,493,"RS",4,817600,37,37,1713
"130",2018,12,9012100,10,647,"SP",1,817800,480,480,2800
"131",2018,3,84193900,11,169,"RS",1,927800,1,6995,1428
"132",2018,8,87089482,11,586,"SP",7,917500,1690,4305,33890
"133",2018,12,7089000,10,163,"RS",0,1017700,295,295,280
"134",2018,12,29242920,10,493,"SC",0,817800,990,990,5326
"135",2018,12,4012010,10,776,"SP",0,717800,684,684,786
"136",2018,4,82032010,10,589,"SC",4,817700,159,159,10935
"137",2018,12,90258000,11,845,"SP",4,817700,8,1,399
"138",2018,10,82032090,10,331,"MG",1,817800,4,3,115
"139",2018,10,20021000,10,741,"SP",0,817800,59,59,116
"140",2018,11,82159910,10,249,"SP",0,817700,428,6,185
"141",2018,8,2071400,10,17,"GO",0,817800,81000,81000,164430
"142",2018,4,48194000,10,845,"SC",7,1010252,7968,7968,37237
"143",2018,10,64029990,13,97,"RS",7,147600,105907,55396,1046003
"144",2018,9,85169000,10,63,"RJ",0,717600,885,885,11166
"145",2018,3,39173229,10,63,"SP",7,1017503,175,175,639
"146",2018,8,40103100,10,586,"MG",7,917500,113,17,1045
"147",2018,8,84295900,11,845,"SP",7,1017701,4,32740,255788
"148",2018,10,88033000,10,249,"SP",4,817700,4103,10950,4597486
"149",2018,10,2071200,10,505,"PR",1,917800,54000,54000,72900
"150",2018,7,73182100,10,158,"SP",7,1017500,57,57,1216
"151",2018,6,84148021,11,586,"SP",7,917500,169,2898,38905
"152",2018,7,71081310,10,628,"GO",4,817600,213,213,8547967
"153",2018,6,84799090,10,97,"SP",4,817600,61,510,4309
"154",2018,3,64069090,10,365,"RS",4,817700,157,157,446
"155",2018,4,74130000,10,249,"ND",1,817800,1,1,218
"156",2018,4,12019000,21,858,"MT",1,817800,7507251,14750950,5910243
"157",2018,4,85177099,10,776,"PR",4,817600,521,521,26184
"158",2018,9,62045200,11,196,"SC",0,817800,12,1,53
"159",2018,9,87082999,11,589,"SP",0,817800,5070,2089,26151
"160",2018,3,94039010,10,249,"SC",1,927800,10112,10112,27439
"161",2018,11,2071400,10,542,"PR",0,917800,23681,23681,51915
"162",2018,5,48041100,10,431,"PR",1,917800,162715,162715,101796
"163",2018,4,62093000,11,586,"CE",7,917500,15,5,191
"164",2018,4,62029300,11,63,"SP",4,817600,2,1,179
"165",2018,2,87085099,10,845,"SP",7,1017701,6315,6315,66090
"166",2018,2,90219089,10,858,"SP",4,817600,5,5,6430
"167",2018,2,85122023,11,63,"MG",7,1017500,17,38,874
"168",2018,3,39269090,10,485,"SP",4,817700,1,1,19
"169",2018,2,31021010,10,63,"GO",1,917800,60000,60000,38207
"170",2018,2,90261029,11,521,"SP",1,817800,10,17,166
"171",2018,2,83014000,10,158,"SP",4,817600,17,17,2000
"172",2018,4,90213919,10,455,"MG",4,817700,0,0,780
"173",2018,1,84818099,11,249,"ND",4,817600,79,92,531623
"174",2018,2,28432100,10,63,"SP",4,817700,200,200,71721
"175",2018,6,73182900,10,169,"SP",4,817700,173,130,8130
"176",2018,2,84138100,11,232,"ND",4,817600,1,15,11544
"177",2018,2,94035000,11,97,"PR",7,147600,3354,263752,238277
"178",2018,5,40092290,10,63,"RS",7,1017500,12,12,177
"179",2018,12,8052100,10,301,"RJ",0,717600,58,58,86
"180",2018,8,40093100,10,97,"SP",7,147600,1935,1933,14892
"181",2018,2,68069010,10,63,"SP",1,817800,1532,1532,7980
"182",2018,6,82119320,11,345,"RS",1,1017700,912,76,1546
"183",2018,6,84701000,11,431,"RS",1,1017700,50,2,10
"184",2018,3,69074000,15,193,"SC",1,927800,165,3421,1636
"185",2018,12,19019090,10,434,"PR",0,917800,12,12,14
"186",2018,4,42022100,11,275,"ND",4,717700,39,46,24093
"187",2018,5,87043190,11,586,"SP",7,917500,10,11109,106973
"188",2018,10,85176259,11,249,"RS",4,817600,20,160,40000
"189",2018,12,44219900,10,249,"SC",1,927800,320673,314673,477115
"190",2018,12,85051100,10,756,"SC",4,817600,3,3,575
"191",2018,12,44111290,16,97,"SC",7,147600,4,1929,1683
"192",2018,9,73269090,10,442,"SC",4,817600,4,10,79
"193",2018,3,70193900,10,493,"SP",4,817700,75,75,1440
"194",2018,6,70199090,10,169,"SP",4,817600,0,4,2330
"195",2018,4,82075011,10,589,"RS",1,1017700,557,557,15162
"196",2018,2,64029990,13,607,"RS",1,1017700,19604,10425,131313
"197",2018,2,87089300,11,580,"SP",4,817600,7,47,1131
"198",2018,2,87089100,11,741,"SP",1,817800,1,14,595
"199",2018,5,64035990,13,249,"RS",4,817700,220,132,11738
"200",2018,8,39269090,10,160,"SP",4,817600,2063,2063,31233
"201",2018,10,39204310,10,63,"RS",7,1017503,46,46,264
"202",2018,8,2071200,10,369,"SC",1,927800,3274034,3274034,4335289
"203",2018,5,40169990,10,493,"SP",1,817800,11338,11264,105695
"204",2018,7,85129000,10,158,"RS",7,1017500,372,369,7260
"205",2018,3,85369090,11,63,"SP",4,817700,18553,12,544
"206",2018,4,68151090,10,249,"SP",4,817700,45,45,28034
"207",2018,4,40151900,13,607,"SP",4,817700,800,214,7544
"208",2018,10,82031010,10,97,"SP",7,230155,1440,1440,26100
"209",2018,11,56031130,10,756,"PR",1,927800,30219,30219,62854
"210",2018,12,49111090,10,249,"SC",1,927700,40994,192,924
"211",2018,7,20058000,10,850,"RS",0,1017700,11610,11610,17568
"212",2018,6,93059090,10,249,"RS",4,817600,86,87,17356
"213",2018,11,39199090,10,158,"SP",1,817800,0,0,21
"214",2018,11,17049020,10,521,"RS",1,1017700,22695,22695,27117
"215",2018,3,35069120,10,586,"PR",9,917500,785,785,1300
"216",2018,8,39233000,10,63,"SP",4,817600,4558,4558,63677
"217",2018,8,48211000,10,169,"SP",1,817800,0,0,1
"218",2018,1,61099000,11,845,"ND",7,1017701,610,110,1895
"219",2018,2,73181500,10,97,"PR",7,147600,62,62,431
"220",2018,3,87088000,11,158,"SP",1,817800,83,214,2188
"221",2018,6,20098990,10,53,"PA",4,817600,5,4,6
"222",2018,3,29225099,10,573,"ND",4,817600,0,0,1
"223",2018,12,2071100,10,476,"RJ",0,817800,216,216,398
"224",2018,4,44123100,16,695,"PR",1,917800,46,25868,29593
"225",2018,4,40091100,10,586,"SC",7,917500,10,10,1089
"226",2018,5,72082710,10,239,"ES",1,727600,244002,244002,176612
"227",2018,7,25041000,10,87,"MG",0,817800,21384,21384,43291
"228",2018,9,32089031,10,434,"PR",0,917800,7,7,647
"229",2018,10,19059010,10,741,"SP",0,817800,132,132,499
"230",2018,10,85365090,11,177,"SP",1,817800,86,55,2636
"231",2018,11,4071100,20,53,"SC",4,817600,86400,60480,222784
"232",2018,12,2071400,10,676,"PR",1,917800,2797428,2797428,4279326
"233",2018,11,84195010,11,169,"SP",4,817700,4,25,2481
"234",2018,12,44091000,16,249,"SC",1,927800,6962,2391796,3033370
"235",2018,12,7096000,10,476,"SP",12,817800,47,47,192
"236",2018,12,96190000,10,586,"SP",7,147800,26832,26832,72261
"237",2018,10,74111010,10,845,"SP",7,1017701,1174,1174,9291
"238",2018,5,39174090,10,589,"SP",1,817800,4137,4137,45697
"239",2018,6,33061000,10,158,"SP",7,1017503,129756,129756,434298
"240",2018,11,76082090,10,589,"SC",4,817700,540,165,1191
"241",2018,6,39269090,10,169,"PR",1,917800,7798,7798,84321
"242",2018,12,87019490,11,97,"SP",7,147600,19,92540,548751
"243",2018,11,4015029,10,556,"SP",1,817800,36449,36449,94490
"244",2018,1,85361000,11,249,"SP",4,817600,203,685,46135
"245",2018,8,84819090,10,586,"SP",4,817600,22,22,742
"246",2018,1,85189010,10,249,"SP",4,817600,1,1,667
"247",2018,11,87089200,11,158,"SP",7,1017500,184,431,14454
"248",2018,6,44072990,16,275,"PA",1,217800,777,760824,502906
"249",2018,9,87081000,11,589,"SP",4,817700,179,252,7393
"250",2018,9,2023000,10,431,"PA",1,217800,27009,27009,75676
"251",2018,3,84149039,10,169,"SP",1,817800,889,889,22040
"252",2018,5,2023000,10,403,"MT",0,817800,52670,52670,162566
"253",2018,10,96190000,10,850,"PE",0,417902,7910,7910,16940
"254",2018,6,39173290,10,63,"RS",7,1017500,3104,3104,18186
"255",2018,6,85412120,11,160,"ND",4,817600,2500,1,1626
"256",2018,6,80011000,21,573,"SP",1,817800,351,351568,7491143
"257",2018,1,84522929,11,586,"ND",7,917500,3,160,3248
"258",2018,7,87083019,11,493,"SP",1,817800,503,789,21256
"259",2018,9,32064910,10,249,"SP",4,817600,200,200,5224
"260",2018,7,73181500,10,63,"SP",7,1017503,23943,17428,106495
"261",2018,12,7096000,10,741,"ES",0,727600,86,86,198
"262",2018,10,44123900,16,23,"PR",0,917800,440,224958,126184
"263",2018,9,74111010,10,586,"PR",9,917500,158,158,2026
"264",2018,4,39011092,10,317,"SP",1,817800,22000,22000,25416
"265",2018,8,33059000,10,249,"SP",4,817600,20036,19550,317120
"266",2018,9,84819090,10,249,"SP",4,817600,2508,2440,305602
"267",2018,4,48101990,10,97,"SP",7,1017500,50476,50476,41412
"268",2018,10,84799090,10,169,"SP",4,817600,824,489,19120
"269",2018,6,40092210,10,249,"SP",4,817600,4,4,316
"270",2018,7,90318099,11,63,"RS",7,1017500,72,74,1297
"271",2018,1,17049020,10,249,"MG",1,817800,16400,16400,23780
"272",2018,3,2071200,10,357,"GO",1,917800,513277,513277,694746
"273",2018,7,90259090,10,586,"SP",7,917500,88,88,16176
"274",2018,4,69032090,10,589,"ND",4,817700,1781,1781,13934
"275",2018,12,3061710,10,580,"ES",0,727600,64,64,1584
"276",2018,11,82055900,10,628,"RJ",0,817800,8,25,637
"277",2018,8,49089000,10,23,"SP",1,817800,111,1,185
"278",2018,4,41071210,15,160,"RS",4,817700,58,58,1182
"279",2018,6,39169090,10,249,"PR",4,817700,139850,3656,44682
"280",2018,6,40111000,11,63,"RJ",7,1017503,10004,93731,431292
"281",2018,12,68069010,10,589,"SP",1,817800,24812,24783,74247
"282",2018,7,87082100,11,87,"ND",4,817700,1,1,28
"283",2018,1,39233000,10,586,"ND",7,917500,2000,2000,14974
"284",2018,8,2023000,10,240,"PA",1,817800,213354,213354,609173
"285",2018,11,4072100,20,351,"PR",0,917800,198,198,248
"286",2018,1,78011011,21,249,"SC",1,927800,99,99360,254486
"287",2018,4,2023000,10,53,"MG",1,917800,27957,27957,53615
"288",2018,4,61159500,13,97,"SC",7,147600,341,18,855
"289",2018,4,71031000,10,161,"RS",1,927800,482,482,4816
"290",2018,4,87089490,10,169,"RS",1,817800,14,14,656
"291",2018,4,34053000,10,196,"SP",1,817800,2292,2292,10429
"292",2018,12,19053100,10,476,"PR",0,917800,275,258,616
"293",2018,12,8055000,10,580,"ES",0,727600,171,172,407
"294",2018,4,35061010,10,196,"SP",1,817800,398,398,27519
"295",2018,4,57024200,15,97,"SP",7,147600,22185,9651,21130
"296",2018,4,73182900,10,770,"ND",4,817600,1,1,423
"297",2018,8,62052000,11,586,"SC",7,917500,890,126,8917
"298",2018,2,32071090,10,586,"SP",7,917500,3857,3857,20237
"299",2018,3,73209000,10,63,"SP",7,1017500,420,420,3330
"300",2018,1,85365090,11,249,"SP",4,817700,2976,363,44546
"301",2018,1,84818029,11,23,"ND",4,817600,2,2,26986
"302",2018,5,84811000,11,249,"SP",4,817700,1317,102,10182
"303",2018,7,73063000,10,63,"SP",7,1017503,2626,2626,29448
"304",2018,2,73182900,10,317,"SP",1,817800,7,7,83
"305",2018,7,22029900,17,573,"BA",1,517800,9593,24240,52410
"306",2018,2,39093100,10,63,"RS",7,1017503,80,80,1160
"307",2018,4,84191910,11,169,"MG",4,817700,17,256,3139
"308",2018,3,73182900,10,23,"RS",1,1017700,57,57,769
"309",2018,2,69109000,11,586,"MG",9,917500,1417,15609,18935
"310",2018,3,39269090,10,611,"CE",4,317901,11,11,5
"311",2018,1,85014019,11,275,"SC",4,817600,2,26,242
"312",2018,1,62121000,11,845,"RJ",7,1017701,457,21,1643
"313",2018,6,63023200,10,169,"SC",1,927800,158,158,1115
"314",2018,6,39021020,10,589,"RJ",1,717600,618750,618750,818381
"315",2018,4,84212990,11,548,"SP",4,817700,2,1,76
"316",2018,1,84821010,11,756,"SP",1,817800,117,40,1940
"317",2018,1,73181500,10,63,"SP",4,817700,54,39,2155
"318",2018,1,29302021,10,158,"SP",7,1017500,4110,4110,4459
"319",2018,2,84212300,11,87,"ND",4,817600,3,0,1023
"320",2018,2,21069090,10,249,"RS",1,1017700,756,756,22893
"321",2018,4,64039990,13,845,"ES",7,1010252,2820,891,33592
"322",2018,3,96039000,11,297,"ND",1,1017700,12,12,178
"323",2018,4,94039090,10,845,"RS",7,1010252,1052,1052,2569
"324",2018,2,70052900,15,169,"RJ",1,717600,54023,600863,155778
"325",2018,2,39172900,10,586,"ND",7,917500,3,3,318
"326",2018,6,85291090,10,249,"ND",4,817600,30,30,170709
"327",2018,6,84328000,11,586,"SP",7,917500,12,12614,44052
"328",2018,3,2071400,10,741,"PR",1,917800,447114,447114,618737
"329",2018,3,85118020,11,399,"ND",4,227700,3,1,55
"330",2018,6,39173900,10,586,"RE",7,917500,0,0,129
"331",2018,8,39235000,10,249,"RE",9,617700,26,26,158
"332",2018,6,41071220,15,756,"GO",4,817600,3499,2991,46152
"333",2018,11,48025499,10,249,"RJ",0,717600,38340,38340,65494
"334",2018,1,84139190,10,63,"SP",4,817600,160,147,14383
"335",2018,8,85013110,11,764,"SP",1,817800,1,0,39
"336",2018,7,87089990,10,160,"SP",4,817700,123,182,1875
"337",2018,11,85115010,11,589,"SP",4,817600,1,1,207
"338",2018,6,21011110,21,63,"PR",7,917500,2,1728,22810
"339",2018,9,5040090,10,607,"SC",0,927800,25600,25600,39124
"340",2018,1,72112300,10,586,"RS",7,917500,6607,6607,8094
"341",2018,7,64039990,13,586,"SP",7,147800,645,516,11667
"342",2018,1,84219910,10,63,"SP",7,1017503,201,201,20593
"343",2018,9,84879000,10,239,"SP",0,817800,12,12,1091
"344",2018,5,36020000,10,434,"PR",1,817800,223684,223684,475656
"345",2018,5,85122022,11,169,"SP",1,817800,239,113,2523
"346",2018,7,87163900,11,586,"PR",7,917500,12,88039,104655
"347",2018,9,84213990,11,87,"SP",4,817700,20,64,800
"348",2018,8,70191100,10,845,"SP",7,1017701,11000,11000,12100
"349",2018,10,64019990,13,169,"SP",4,817600,676,338,14128
"350",2018,9,19053200,10,586,"MS",9,917500,17,17,29
"351",2018,5,84839000,10,63,"RS",4,817600,92,92,6847
"352",2018,12,19059010,10,301,"SP",0,817800,75,75,215
"353",2018,3,71141900,10,249,"SP",9,817700,0,0,4851
"354",2018,7,76042100,10,386,"ES",0,727600,2240,2240,9347
"355",2018,12,19021900,10,301,"MA",0,320151,30,30,31
"356",2018,12,7031019,10,77,"PA",0,217800,50,60,125
"357",2018,11,87089990,10,780,"RS",0,817800,3040,3040,10327
"358",2018,12,41071220,15,386,"MS",0,927700,8547,8539,74817
"359",2018,6,32081020,10,586,"SP",7,917500,15192,15192,45409
"360",2018,7,33049990,10,97,"SP",7,147600,2564,2564,36533
"361",2018,12,42023100,11,317,"RS",4,817600,1032,76,8036
"362",2018,1,69072200,15,97,"SP",7,147600,233620,3273570,472379
"363",2018,12,73269090,10,589,"SP",0,817800,24680,241,7693
"364",2018,7,90308990,11,97,"SP",7,147600,5,0,175
"365",2018,4,18069000,10,586,"SP",7,147800,3757,3757,9671
"366",2018,11,39235000,10,850,"SP",0,817800,14508,14508,72612
"367",2018,9,84831019,11,239,"SP",0,817800,107,64,12964
"368",2018,11,16041410,10,40,"SC",0,927800,5304,5304,30435
"369",2018,3,74040000,10,361,"RS",1,1017700,21242,21242,95451
"370",2018,10,29372960,10,97,"SP",4,817600,0,0,53
"371",2018,10,84099959,11,249,"RJ",0,717600,84,3868,38826
"372",2018,4,87085099,10,63,"PR",7,1017503,8929,8929,87733
"373",2018,4,40093290,10,199,"SP",4,817600,1,1,9
"374",2018,4,58063200,10,845,"SP",7,1017701,438,438,8044
"375",2018,3,84213100,11,97,"ND",7,147600,173,166,4652
"376",2018,4,68029990,10,240,"SC",1,927800,18,18,312
"377",2018,4,61045300,11,158,"SP",4,817700,8,2,266
"378",2018,12,8051000,10,741,"SP",0,817800,415,401,348
"379",2018,10,7081000,10,845,"RJ",0,717800,3,3,7
"380",2018,12,82159910,10,149,"RJ",0,717600,30,30,12
"381",2018,8,5119999,10,442,"SC",1,927700,139568,139568,51491
"382",2018,10,64039190,13,63,"SP",7,1017500,867,821,24621
"383",2018,11,85044050,11,317,"SC",4,817600,42,169,10533
"384",2018,10,2023000,10,53,"MG",1,817800,270213,270213,818723
"385",2018,9,94019090,10,97,"RS",7,147600,31,31,643
"386",2018,12,73181500,10,845,"SP",7,1017701,1689,1683,8132
"387",2018,10,61091000,11,586,"PR",7,917500,639,198,2798
"388",2018,6,62046900,11,249,"RJ",4,817700,54,27,3783
"389",2018,7,2062200,10,244,"MT",0,927700,7145,7145,9694
"390",2018,4,33059000,10,53,"SP",4,817600,8627,8594,115618
"391",2018,4,73269090,10,249,"ND",1,817800,1768,1768,59447
"392",2018,6,39232990,10,845,"SC",7,1017900,2,2,60
"393",2018,5,39269090,10,756,"SP",4,817600,64,64,2530
"394",2018,6,84834010,11,493,"SP",1,817800,202,3510,26047
"395",2018,3,85365090,11,249,"ND",1,817800,907,452,23088
"396",2018,4,62063000,11,586,"PR",7,917500,201,66,4597
"397",2018,6,87060010,11,548,"SP",1,817800,1,5634,44998
"398",2018,2,39269090,10,97,"SP",4,817600,92,98,6244
"399",2018,1,84136019,11,493,"SP",4,817700,62,136,4572
"400",2018,1,20031000,10,97,"GO",9,250151,33,33,257
"401",2018,4,39169090,10,845,"SC",7,1017900,210,210,2250
"402",2018,1,87085099,10,158,"SP",7,1017500,1264,1264,21636
"403",2018,6,84829990,10,23,"SP",4,817600,11,11,376
"404",2018,1,90328982,11,589,"RS",1,817800,14,3,1242
"405",2018,1,73202010,10,169,"SP",4,817700,45,38,1467
"406",2018,2,90328982,11,63,"SP",7,1017503,709,100,20419
"407",2018,6,84145910,11,23,"ND",1,817800,3,0,49
"408",2018,2,23040010,21,190,"MG",1,917800,1794,1793470,625876
"409",2018,2,87084080,11,158,"PR",7,1017500,1,370,3663
"410",2018,4,84812090,11,249,"SP",4,817700,246,101,73788
"411",2018,12,83025000,10,169,"SP",1,817800,41,41,410
"412",2018,6,87089521,11,399,"SP",4,817700,4327,2918,87832
"413",2018,4,83021000,10,275,"SP",1,917800,46,46,230
"414",2018,8,90041000,11,275,"PR",4,817600,2,1,273
"415",2018,8,40169300,10,63,"PR",7,1017503,10494,8716,67355
"416",2018,8,90184999,11,153,"SC",4,817600,3,371,11095
"417",2018,1,84159090,10,63,"SP",1,817800,21,21,1168
"418",2018,10,39219019,10,169,"PE",0,417902,9559,9559,41988
"419",2018,7,39219019,10,493,"RS",1,1017700,23982,23982,65483
"420",2018,5,84089090,11,63,"SP",7,1017500,13,7155,98303
"421",2018,5,90185090,11,23,"SP",4,817600,1,6,4869
"422",2018,2,94051099,10,647,"PR",4,917900,24,24,944
"423",2018,2,85361000,11,589,"SC",4,817700,382,164,6213
"424",2018,2,85122023,11,845,"RS",7,1017900,55,73,3884
