"","CO_ANO","CO_MES","CO_NCM","CO_UNID","CO_PAIS","SG_UF_NCM","CO_VIA","CO_URF","QT_ESTAT","KG_LIQUIDO","VL_FOB"
"4855",2018,11,85412120,11,603,"SP",4,817700,4000,1,150
"4856",2018,3,73209000,10,247,"SP",4,817600,99,99,1659
"4857",2018,10,54075210,10,190,"SP",4,817700,2,381,3000
"4858",2018,4,84069019,10,87,"SP",4,817600,186,186,209793
"4859",2018,5,85261000,11,23,"ND",4,817600,2,13,182370
"4860",2018,4,84248221,11,97,"RS",7,147600,120,9,301
"4861",2018,5,70195900,10,249,"SP",4,817700,5,5,695
"4862",2018,5,60019200,10,589,"SP",4,817600,433,433,5835
"4863",2018,5,17049010,10,845,"ES",7,1017701,3121,3121,25071
"4864",2018,5,15171000,10,97,"MT",9,250151,5817,5817,6297
"4865",2018,3,85371020,11,586,"RS",7,917500,1,180,300
"4866",2018,9,87082912,11,158,"SP",4,817700,1,4,288
"4867",2018,7,84249090,10,63,"SP",1,817800,0,0,5
"4868",2018,10,85044029,11,63,"SP",7,1017500,116,3712,203873
"4869",2018,5,61044400,11,97,"CE",7,147600,15,2,100
"4870",2018,4,39162000,10,586,"SP",7,147800,5123,5123,8980
"4871",2018,8,68042211,10,97,"SP",4,817600,20,1,114
"4872",2018,4,40103400,10,169,"SP",1,817800,29,29,733
"4873",2018,4,90211010,10,245,"SP",4,817600,4,4,25006
"4874",2018,10,39173900,10,196,"SP",0,817800,0,0,129
"4875",2018,6,82159910,10,345,"RS",1,1017700,250,250,2712
"4876",2018,6,12119090,10,399,"SP",1,517800,15000,15000,193650
"4877",2018,4,73269090,10,399,"SC",1,927700,35,35,634
"4878",2018,6,76052190,10,63,"MG",1,1017700,41214,41214,170481
"4879",2018,11,84099999,10,845,"SP",7,1017900,209,209,3113
"4880",2018,6,48102990,10,63,"PR",1,917800,969379,969379,964692
"4881",2018,12,73181500,10,317,"SP",4,817600,32,32,720
"4882",2018,6,52091200,10,845,"PR",7,1017900,847,847,3721
"4883",2018,7,85015210,11,23,"ES",1,927700,12,271,1412
"4884",2018,12,27101911,16,607,"PA",0,217801,966,762851,648461
"4885",2018,10,73079900,10,97,"SP",4,817600,0,0,148
"4886",2018,9,34022000,10,586,"MG",7,917500,375,375,433
"4887",2018,3,64041900,13,249,"SP",1,1017700,136,61,538
"4888",2018,2,40103500,10,63,"SP",7,1017503,14,14,999
"4889",2018,2,20071000,10,566,"SP",1,817800,16400,16400,10578
"4890",2018,2,72261100,10,63,"MG",7,1017500,8710,8710,11975
"4891",2018,2,40103900,10,845,"SP",1,817800,6,6,438
"4892",2018,2,83023000,10,845,"MG",1,717600,8,8,174
"4893",2018,7,87088000,11,169,"PR",1,917800,2633,6190,43524
"4894",2018,8,85129000,10,586,"SP",4,817700,0,0,5
"4895",2018,12,74199990,10,603,"SP",4,817600,400,1,16
"4896",2018,10,90241090,11,361,"SP",4,817600,1,90,1000
"4897",2018,5,64039990,13,239,"CE",4,817600,9,4,78
"4898",2018,2,94049000,10,249,"ND",4,817600,372,372,3400
"4899",2018,12,85030090,10,589,"SC",1,927800,1950,1950,13256
"4900",2018,8,39174090,10,63,"SP",1,817800,4150,26,3927
"4901",2018,6,34012010,10,199,"SP",1,817800,435,435,3405
"4902",2018,6,76012000,10,586,"SC",7,917500,13,13,294
"4903",2018,6,69072300,15,249,"PE",0,417902,853,12545,3925
"4904",2018,7,48114910,10,97,"SP",7,250151,2750,2750,4956
"4905",2018,5,39241000,10,63,"RS",7,1017500,5827,5827,39101
"4906",2018,6,17049090,10,249,"PR",1,817800,50384,50384,111404
"4907",2018,6,68109900,10,845,"RS",7,1017701,9412,9412,3709
"4908",2018,2,94041000,10,586,"PR",9,917500,908,908,2193
"4909",2018,9,24012030,10,111,"RS",1,1017700,39600,39600,186061
"4910",2018,9,9011110,21,399,"MG",1,717800,391784,1063711,2599092
"4911",2018,5,84099114,11,239,"SP",4,817700,240,34,1488
"4912",2018,12,87082100,11,239,"RS",4,817600,2,0,142
"4913",2018,12,84129080,10,69,"SP",1,817800,13,13,120
"4914",2018,2,41041124,15,351,"RS",1,1017700,15974,35900,152756
"4915",2018,9,32141020,10,158,"SP",0,817800,16,16,200
"4916",2018,5,85365090,11,791,"SP",4,817600,1500,2,2124
"4917",2018,3,84835090,11,63,"SC",7,1017500,904,2323,17854
"4918",2018,5,84143011,11,676,"SP",1,817800,1776,19190,77843
"4919",2018,9,16010000,10,690,"RS",0,927800,12207,12207,13733
"4920",2018,3,87085099,10,158,"MG",7,1017500,67,67,821
"4921",2018,3,39089090,10,493,"BA",1,817800,1250,1250,7205
"4922",2018,3,87089990,10,169,"SP",1,817800,2555,2555,45141
"4923",2018,3,32081020,10,845,"RS",7,1010252,1497,1497,4868
"4924",2018,3,29055990,10,63,"RJ",4,717700,600,600,20208
"4925",2018,11,84602300,11,586,"SP",7,917500,1,1200,27272
"4926",2018,12,85444900,10,386,"SP",1,817800,2,2,390
"4927",2018,1,40117090,11,63,"RS",1,1017700,50,969,3212
"4928",2018,8,90318099,11,586,"SP",4,817600,4,0,105
"4929",2018,7,87011000,11,586,"SP",7,917500,10,3441,49607
"4930",2018,10,85122011,11,63,"SP",7,1017500,1023,1871,30829
"4931",2018,9,85318000,11,586,"SP",7,917500,20,0,38
"4932",2018,12,87083019,11,493,"SP",1,817800,1152,2088,64872
"4933",2018,11,84833029,11,365,"SP",4,817600,20,16,348
"4934",2018,11,39172900,10,97,"SP",4,817600,3,3,184
"4935",2018,11,8093010,10,741,"SP",0,817800,10,10,36
"4936",2018,11,85122011,11,586,"SP",9,917500,958,620,9910
"4937",2018,12,84248910,11,63,"SP",7,1017503,2730,24,1371
"4938",2018,6,87082919,11,249,"RS",1,817800,21,79,3200
"4939",2018,4,60063210,10,589,"RS",1,817800,198,198,3100
"4940",2018,6,85322200,11,190,"RS",4,817600,35040,715,19996
"4941",2018,3,73181600,10,845,"SP",7,1010252,51,51,283
"4942",2018,10,2041000,10,59,"ES",0,727600,32,32,372
"4943",2018,2,84143091,11,158,"SP",7,1017500,4,26,746
"4944",2018,1,73181900,10,589,"PR",1,817800,0,0,33
"4945",2018,3,84148019,11,845,"SP",4,817700,4,60,2558
"4946",2018,4,30049062,10,196,"SP",4,817600,14,14,1836
"4947",2018,2,84291190,11,728,"SP",1,817800,1,38224,362858
"4948",2018,2,96151900,10,232,"SP",1,817800,330,330,17971
"4949",2018,10,82119100,11,337,"RS",1,1017700,600,10,108
"4950",2018,4,69072200,15,705,"SP",1,817800,3760,52924,9584
"4951",2018,7,24013000,10,455,"RS",1,1017700,48180,48180,3227
"4952",2018,8,47032100,10,63,"PR",7,1017500,100459,100459,71751
"4953",2018,6,85073090,11,158,"ND",4,817700,10,10,8553
"4954",2018,12,40091290,10,63,"SP",7,1017503,1,1,35
"4955",2018,8,85183000,11,275,"SP",0,817600,2246,116,1849
"4956",2018,10,82055100,10,97,"RS",7,147600,926,926,19198
"4957",2018,4,72026000,10,190,"GO",1,817800,547530,547530,1798159
"4958",2018,9,2023000,10,158,"PR",7,927900,45544,45544,102819
"4959",2018,10,39169010,10,63,"RS",7,1017500,88,88,614
"4960",2018,11,84099112,11,275,"PR",1,917800,463,1070,4158
"4961",2018,11,85369090,11,586,"SP",4,817600,90500,74,3593
"4962",2018,8,55096200,10,63,"RS",7,1017500,10210,10210,71469
"4963",2018,1,90328911,11,845,"SP",7,1017701,611,76,14264
"4964",2018,10,39199020,10,63,"SP",7,1017500,6758,6758,26265
"4965",2018,12,84213990,11,756,"SP",0,817800,467,54,1361
"4966",2018,1,74152900,10,169,"SP",4,817700,1,1,14
"4967",2018,11,7099990,10,399,"RJ",0,717800,5,5,7
"4968",2018,1,70132800,10,97,"SP",7,147600,8744,8744,17286
"4969",2018,2,84779000,10,87,"SP",4,817700,7,8,657
"4970",2018,2,73181500,10,361,"ND",4,817600,1,1,17
"4971",2018,2,90328989,11,158,"RS",4,817700,45,18,4123
"4972",2018,5,43023000,11,589,"RS",4,817600,1,4,252
"4973",2018,7,84834090,11,756,"SP",1,817800,37,20,1055
"4974",2018,10,33051000,10,756,"SP",0,817800,308,308,2929
"4975",2018,6,68079000,10,63,"SP",4,817700,148,148,3847
"4976",2018,7,74181000,10,586,"RJ",7,147800,13,13,252
"4977",2018,7,85437099,11,73,"RJ",4,817600,145,22,8560
"4978",2018,5,29329911,10,589,"PR",4,817600,116,116,1000
"4979",2018,4,96034090,11,611,"ND",4,817600,180,19,456
"4980",2018,11,7039090,10,434,"SC",0,927700,84,84,314
"4981",2018,4,70091000,10,158,"SC",4,817600,9,9,263
"4982",2018,2,85011019,11,63,"BA",1,817800,159,208,2542
"4983",2018,4,85043219,11,586,"PB",7,917500,1,400,955
"4984",2018,4,87082100,11,589,"SP",4,817700,6,4,212
"4985",2018,12,22011000,17,476,"ES",0,727600,9818,9523,3326
"4986",2018,5,2071200,10,244,"PR",0,917800,419246,419246,546560
"4987",2018,10,16025000,10,580,"SC",0,917800,10,10,42
"4988",2018,8,72171090,10,169,"MG",1,717600,42609,42609,43830
"4989",2018,7,90328911,11,196,"SP",4,817600,1,3,259
"4990",2018,7,64022000,13,249,"PB",1,517800,4836,1913,12034
"4991",2018,6,90328990,11,493,"MG",4,817700,2,0,4450
"4992",2018,2,73079900,10,455,"SP",4,817700,0,0,3
"4993",2018,11,84385000,11,589,"SC",4,817600,2,585,27360
"4994",2018,12,44111490,16,845,"SC",1,927800,179,132850,60840
"4995",2018,9,25169000,10,87,"BA",1,517800,98500,97520,34196
"4996",2018,6,13022010,10,149,"SP",1,817800,8400,8400,179319
"4997",2018,10,39211390,10,589,"SP",0,917500,2,0,7
"4998",2018,6,84831090,11,756,"SP",1,817800,12,46,597
"4999",2018,6,2023000,10,351,"PR",0,917800,167011,167011,699621
"5000",2018,2,85437099,11,196,"RS",1,817800,15,3,2448
"5001",2018,8,19041000,10,97,"SP",7,147600,2395,2400,5476
"5002",2018,2,85371090,10,158,"ND",7,1017503,14,14,3626
"5003",2018,10,87163900,11,589,"RS",1,1017700,2,13250,37523
"5004",2018,10,90319090,10,63,"SP",4,817600,28,3,4927
"5005",2018,7,87089483,11,845,"SP",7,1017701,48,197,2851
"5006",2018,12,34022000,10,97,"SP",7,147600,5814,5822,2561
"5007",2018,2,32041210,10,589,"RS",1,1017700,100,100,750
"5008",2018,8,87089412,11,97,"SP",7,147600,791,2076,19216
"5009",2018,9,8071900,10,538,"RN",0,420154,20066,20066,16422
"5010",2018,2,85365090,11,493,"SP",1,817800,155085,1676,92521
"5011",2018,8,8094000,10,467,"CE",9,317900,13,13,63
"5012",2018,7,24012030,10,528,"RS",1,1017700,287600,287600,1416900
"5013",2018,8,87082992,11,23,"RJ",4,817700,3,41,717
"5014",2018,10,85364100,11,647,"SP",4,817600,25,1,247
"5015",2018,9,84198999,11,63,"SP",0,817800,2,530,16983
"5016",2018,8,32012000,10,23,"RS",0,1017700,25000,25000,45711
"5017",2018,12,85030010,10,158,"SP",7,1017500,390,3720,20721
"5018",2018,6,76169900,10,190,"ND",1,817800,164,164,4946
"5019",2018,7,35069190,10,160,"SP",4,817600,366,378,2985
"5020",2018,8,85415020,11,249,"SP",4,817600,241,1,968
"5021",2018,12,73269090,10,586,"PR",7,917500,3591,3675,15031
"5022",2018,12,73202090,10,158,"RJ",0,817700,0,0,495
"5023",2018,8,25181000,10,845,"RS",7,1010253,255000,255000,4521
"5024",2018,6,73259990,10,63,"SP",7,1017503,89,89,1257
"5025",2018,12,7032090,10,476,"ES",0,727600,115,116,491
"5026",2018,4,73199000,10,493,"RJ",1,817800,0,0,27
"5027",2018,4,21061000,10,196,"RS",1,1017700,15375,15375,18005
"5028",2018,10,48192000,10,845,"RS",7,1017701,9172,9172,27720
"5029",2018,3,39269090,10,845,"RE",7,1017701,0,0,1
"5030",2018,3,64029990,13,576,"CE",1,817800,1260,467,8485
"5031",2018,5,70200010,10,249,"SP",4,817600,85,85,515
"5032",2018,11,2023000,10,351,"PR",0,917800,97355,97355,346664
"5033",2018,2,94036000,11,59,"PR",1,917800,1345,80530,80813
"5034",2018,2,33069000,10,169,"SC",4,817600,355,355,47455
"5035",2018,4,84193100,11,169,"RS",1,1017700,2,112232,293139
"5036",2018,10,2071400,10,341,"BA",0,517800,27000,27000,17104
"5037",2018,4,94036000,11,845,"RS",7,1017900,5126,139512,156897
"5038",2018,2,84821010,11,586,"ND",7,917500,1503,567,16880
"5039",2018,7,91022900,11,767,"SP",4,817600,2,0,3144
"5040",2018,6,30049019,10,63,"RJ",4,717700,3233,3233,123198
"5041",2018,4,8013200,10,63,"RN",1,817800,6804,6804,60556
"5042",2018,6,2071200,10,13,"SC",1,927800,99783,99783,102178
"5043",2018,9,90318099,11,158,"SP",4,817600,39,20,125267
"5044",2018,11,84221100,11,467,"RS",0,1017700,1000,0,1109
"5045",2018,4,64029190,13,158,"ES",4,817600,274,68,1785
"5046",2018,6,84322100,11,845,"SP",7,1017900,3,4552,13428
"5047",2018,11,84833010,11,317,"SP",0,817800,1,1,51
"5048",2018,11,9042100,10,434,"SC",0,927700,1,1,3
"5049",2018,6,84833029,11,63,"SP",7,1017503,41393,1188,30299
"5050",2018,7,83024900,10,275,"ND",4,817700,0,0,1008
"5051",2018,1,39173290,10,493,"ND",4,817600,3,3,311
"5052",2018,1,84791090,11,239,"RJ",1,717600,13,27803,244400
"5053",2018,5,85021110,11,586,"SP",7,917500,5,5002,44053
"5054",2018,10,20081900,10,434,"SP",0,817800,2,2,7
"5055",2018,3,85393100,11,160,"ND",4,817600,10,1,76
"5056",2018,3,87085099,10,845,"SP",4,817700,111,111,2509
"5057",2018,3,85437099,11,249,"RS",4,817600,336,117,23405
"5058",2018,2,40101900,10,586,"ND",7,917500,113,113,1497
"5059",2018,11,62046300,11,580,"SC",0,817800,255,40,3318
"5060",2018,3,64031900,13,275,"SP",4,817700,50,27,5779
"5061",2018,11,8051000,10,301,"RJ",0,717600,100,100,73
"5062",2018,3,29322000,10,63,"SP",1,817800,75,75,1979
"5063",2018,2,76161000,10,245,"ND",4,817600,0,0,4746
"5064",2018,2,40103900,10,599,"SP",4,817700,1,1,105
"5065",2018,2,94059200,10,63,"SP",4,817600,1,1,550
"5066",2018,9,69051000,10,845,"SC",7,1017701,90252,108675,11583
"5067",2018,2,35030019,10,169,"SP",1,817800,156000,156000,845476
"5068",2018,9,4012010,10,990,"SC",0,917800,228,228,196
"5069",2018,1,87083090,11,63,"SP",4,817600,425,249,5755
"5070",2018,3,40139000,11,493,"SP",4,817600,1,0,7
"5071",2018,11,84099969,11,249,"RJ",0,717600,60,228,21680
"5072",2018,8,40093290,10,196,"SP",4,817600,0,0,20
"5073",2018,8,84818011,11,97,"SP",7,147600,105,39,402
"5074",2018,7,82011000,10,580,"RS",1,1017700,285,285,1048
"5075",2018,10,15079011,21,434,"SP",0,817800,81,85,83
"5076",2018,2,48025793,10,586,"SP",7,917500,404436,404436,350822
"5077",2018,2,39051200,10,97,"SC",7,147600,2400,2400,1560
"5078",2018,8,85014019,11,87,"SC",1,917800,1,23,87
"5079",2018,4,63053390,10,845,"SP",7,1017701,43446,43446,142432
"5080",2018,4,85129000,10,580,"SP",1,817800,2,2,88
"5081",2018,5,44079990,16,647,"RO",1,227600,39,26250,33435
"5082",2018,4,35061090,10,97,"SP",9,250151,201,201,1892
"5083",2018,4,2072700,10,177,"RS",1,927800,1e+05,1e+05,122216
"5084",2018,4,72155000,10,493,"SP",1,817800,152594,152594,105069
"5085",2018,4,87081000,11,845,"SP",7,1017701,1532,6222,36195
"5086",2018,5,84138100,11,493,"SP",4,817600,1,4,954
"5087",2018,10,2032900,10,467,"RS",0,1017700,200,200,607
"5088",2018,3,25309090,10,586,"MG",7,917500,165120,165120,29770
"5089",2018,12,34012090,10,580,"ES",0,817800,160,20,402
"5090",2018,11,85334019,11,63,"SP",0,817800,10,188,2471
"5091",2018,3,85442000,10,63,"MG",7,1017503,1259,1259,63378
"5092",2018,3,12024200,10,573,"SP",1,817800,901087,901087,1334462
"5093",2018,3,40093290,10,240,"SP",4,817600,37,37,862
"5094",2018,3,84143011,11,586,"PE",7,917500,76,811,4444
"5095",2018,5,85059090,10,249,"SP",4,817700,1,1,58
"5096",2018,6,87084090,11,776,"SP",1,817800,7,35,287
"5097",2018,3,85366910,11,23,"SP",4,817600,40,1,44
"5098",2018,7,90328929,11,87,"SP",4,817600,2,5,846
"5099",2018,5,84099118,11,97,"RS",7,147600,20,2,375
"5100",2018,6,95030010,10,586,"MG",9,917500,20,20,71
"5101",2018,10,7099990,10,160,"RJ",0,717800,71,71,39
"5102",2018,12,61099000,11,586,"BA",4,817600,242,40,3035
"5103",2018,10,85354010,11,160,"SP",4,817600,253,119,207
"5104",2018,11,19021100,10,476,"SP",9,917800,6,6,21
"5105",2018,11,84123110,11,239,"SP",0,817800,20,5,638
"5106",2018,7,27101922,16,43,"SP",0,817800,398,389941,173914
"5107",2018,1,2071400,10,351,"GO",1,917800,83145,83145,166457
"5108",2018,8,85122019,11,158,"RS",7,1017500,30,2,240
"5109",2018,12,87169090,10,158,"RS",7,1017500,80197,87162,306502
"5110",2018,12,84818092,11,158,"SC",4,817700,11,2,162
"5111",2018,12,90328990,11,97,"SP",7,147600,8,6,1785
"5112",2018,5,90251990,11,493,"SP",4,817600,1,1,134
"5113",2018,5,9011110,21,249,"SP",0,817800,288,287625,846515
"5114",2018,4,74092100,10,158,"SP",1,817800,21893,21893,158624
"5115",2018,4,73110000,10,589,"SP",4,817700,271,271,524
"5116",2018,8,87042310,11,169,"SP",1,817800,4,37274,301269
"5117",2018,10,40111000,11,845,"SP",7,1017701,6041,47964,182227
"5118",2018,9,2062990,10,351,"GO",0,917800,27861,27861,77276
"5119",2018,12,84833029,11,158,"SP",0,817800,2,0,4
"5120",2018,9,94017100,11,845,"RS",7,1017701,125,1313,7548
"5121",2018,10,21031010,10,267,"ES",0,727600,2,2,10
"5122",2018,8,84834090,11,193,"SP",4,817600,1,6,78
"5123",2018,8,63079090,10,249,"SP",1,817800,8,8,572
"5124",2018,8,85367000,11,249,"SP",4,817600,30,93,168
"5125",2018,7,87082993,11,158,"MG",7,1017500,27,278,8324
"5126",2018,3,70099200,10,245,"SP",4,817600,11,11,1352
"5127",2018,11,10059010,10,53,"MT",0,917800,78000,78000,29510
"5128",2018,3,73110000,10,149,"RJ",4,817700,1,3,10388
"5129",2018,4,84831090,11,493,"SP",4,817700,21,62,1199
"5130",2018,10,84819090,10,63,"SP",1,817800,6,6,430
"5131",2018,2,40069000,10,169,"SP",4,817600,0,0,17
"5132",2018,11,73182200,10,317,"SP",0,817800,8,8,557
"5133",2018,8,73181600,10,317,"SP",0,817800,283,283,1964
"5134",2018,11,39079991,10,169,"RJ",0,717600,11200,11200,8866
"5135",2018,9,84819090,10,365,"RJ",0,817800,11,11,111
"5136",2018,2,49119900,10,386,"SC",1,927800,584,584,2377
"5137",2018,9,61042200,11,586,"CE",7,917500,1048,113,7630
"5138",2018,12,48025592,10,756,"SP",0,817800,47934,47934,41159
"5139",2018,10,8094000,10,90,"PR",0,917800,6,6,6
"5140",2018,11,41079210,15,776,"RS",4,817600,1068,732,18377
"5141",2018,5,48191000,10,63,"SP",7,1017500,6669,6669,20359
"5142",2018,2,44189900,10,386,"PR",1,927700,247558,247558,270458
"5143",2018,3,40091100,10,239,"SP",1,817800,29,29,804
"5144",2018,2,64029990,13,647,"ES",4,817700,15,9,157
"5145",2018,3,84219999,10,493,"SP",4,817700,209,211,7532
"5146",2018,3,84733042,11,351,"SP",4,817700,2,1,180
"5147",2018,12,71039900,19,149,"RS",1,1017700,129955300,25991,199135
"5148",2018,11,68052000,10,169,"SP",1,817800,11372,11365,43591
"5149",2018,2,20089900,10,505,"SP",1,817800,24000,24000,12960
"5150",2018,10,84099915,11,586,"SP",7,917500,187,119,2709
"5151",2018,8,84819090,10,845,"SP",4,817600,4,4,1533
"5152",2018,11,73069090,10,845,"SP",7,1010252,170,170,388
"5153",2018,6,33041000,10,63,"PR",4,817600,105,105,11347
"5154",2018,2,64041900,13,589,"RS",1,817800,564,301,12435
"5155",2018,9,39204390,10,586,"SC",7,917500,34731,34731,74912
"5156",2018,11,2022090,10,476,"ES",0,727600,49,49,267
"5157",2018,8,2071200,10,438,"MT",0,927800,9776,9776,11509
"5158",2018,10,40151900,13,467,"SP",0,817800,4,4,25
"5159",2018,5,70052100,15,63,"SP",1,817800,274559,1860884,685249
"5160",2018,5,34060000,10,586,"MG",7,917500,5,5,61
"5161",2018,1,2071400,10,40,"RS",1,927700,54000,54000,105030
"5162",2018,10,39095019,10,239,"RS",1,1017700,50,50,422
"5163",2018,7,39269090,10,548,"SP",4,817700,104,7,1040
"5164",2018,6,84439199,11,158,"SP",4,817600,55,294,24348
"5165",2018,12,7061000,10,476,"RS",0,1017700,194,194,212
"5166",2018,12,9096290,10,399,"SP",0,817800,127,127,1156
"5167",2018,8,85364900,11,169,"SC",4,817700,16,22,1390
"5168",2018,5,56075090,10,756,"SP",4,817600,0,0,5
"5169",2018,6,84831030,11,63,"SP",7,1010851,2,0,82
"5170",2018,2,84818099,11,493,"SP",4,817600,416,40,4667
"5171",2018,3,2071400,10,824,"SC",1,927800,756027,756027,685685
"5172",2018,3,85161000,11,589,"PR",1,917800,5200,2148,29276
"5173",2018,5,39173290,10,63,"SP",7,1017500,25209,25209,189176
"5174",2018,4,84224090,11,737,"SP",4,817600,6,17,711
"5175",2018,11,8011100,10,467,"SP",9,817800,1,1,4
"5176",2018,4,84831090,11,158,"ND",4,917500,3,0,303
"5177",2018,3,32151900,10,63,"SP",7,1017500,74996,74996,257398
"5178",2018,4,42021220,11,607,"RS",4,1017801,3,3,295
"5179",2018,4,84099969,11,63,"SP",7,1017500,44684,3398,980312
"5180",2018,5,87089482,11,200,"SP",4,817600,6,3,40
"5181",2018,3,30064012,10,493,"SP",4,817700,3,3,522
"5182",2018,3,85122022,11,589,"RS",1,817800,3070,166,9260
"5183",2018,2,87082991,11,239,"SP",4,817700,5,11,419
"5184",2018,7,64039190,13,69,"SP",4,817700,72,63,1220
"5185",2018,7,64029990,13,63,"SP",1,817800,3590,2303,59831
"5186",2018,8,90328921,11,63,"SP",7,1017503,8526,15579,665464
"5187",2018,8,73239300,10,275,"SP",4,817600,4749,3858,249448
"5188",2018,9,39269090,10,275,"SP",1,817800,277,285,17460
"5189",2018,6,11031300,10,573,"PR",1,817800,450,450,596
"5190",2018,1,28253010,10,190,"BA",1,517800,60000,60000,931388
"5191",2018,11,61012000,11,196,"SC",0,817600,89,14,424
"5192",2018,5,84212100,11,589,"SP",1,817800,20,10,223
"5193",2018,3,27101994,10,493,"ND",9,240100,11,11,116
"5194",2018,11,7041000,10,77,"SC",0,927700,34,34,40
"5195",2018,11,9012100,10,23,"SC",0,927502,12,8,43
"5196",2018,11,8051000,10,827,"BA",0,517800,25,25,19
"5197",2018,3,84819090,10,249,"PR",4,817600,10,10,757
"5198",2018,10,22011000,17,628,"PA",0,217800,1400,250,1718
"5199",2018,12,92099900,10,69,"SP",0,817800,88,16,278
"5200",2018,12,7039090,10,399,"ES",0,727600,15,15,34
"5201",2018,8,85444900,10,249,"SP",4,817600,9347,9346,644063
"5202",2018,5,4090000,10,628,"SP",1,817800,40320,40320,135341
"5203",2018,1,2071400,10,199,"MS",1,927800,510000,510000,358671
"5204",2018,9,48183000,10,589,"SP",0,817600,4320,468,66
"5205",2018,10,63079090,10,249,"SP",1,817800,61,61,1432
"5206",2018,3,19012000,10,586,"SC",9,917501,48,48,60
"5207",2018,2,39232990,10,63,"ND",4,817600,803,803,4749
"5208",2018,4,39173900,10,249,"SP",4,817600,2497,2497,42462
"5209",2018,3,32029021,10,63,"RS",7,1017500,9600,9600,10368
"5210",2018,2,73182300,10,63,"SP",7,1017503,597,597,11776
"5211",2018,10,84879000,10,850,"RS",4,1017801,9,9,266
"5212",2018,2,94035000,11,611,"RS",1,1017700,780,31706,93675
"5213",2018,2,85176130,11,249,"ND",4,817700,50,182,88739
"5214",2018,4,84123110,11,493,"SP",4,817600,20,55,544
"5215",2018,4,73181500,10,87,"ND",4,817700,130,130,38198
"5216",2018,6,73181900,10,196,"SP",4,817600,22,22,473
"5217",2018,4,84219999,10,249,"ND",4,617700,430,430,33407
"5218",2018,5,73269090,10,386,"CE",4,317901,10,10,7
"5219",2018,12,84818019,11,845,"SC",7,1017900,2445,1117,39008
"5220",2018,5,85015210,11,87,"SC",4,817600,277,8249,31034
"5221",2018,10,7049000,10,467,"PR",0,917800,50,205,19
"5222",2018,10,84798911,11,647,"RS",0,817800,1,4,21
"5223",2018,11,39269090,10,556,"RJ",4,717700,4,4,34
"5224",2018,12,25070010,10,586,"PA",7,917500,25200,25200,6506
"5225",2018,8,85168010,11,586,"SC",9,917500,328,10,447
"5226",2018,9,48025610,10,23,"SP",0,817800,23001,23001,18105
"5227",2018,11,85184000,11,317,"RS",4,817600,10,0,265
"5228",2018,10,38151900,10,63,"SP",1,817800,987,987,12222
"5229",2018,9,9041100,10,23,"PA",0,217800,115000,115000,311787
"5230",2018,3,68079000,10,845,"MG",1,717600,10967,10967,13149
"5231",2018,5,84804910,11,169,"SP",4,817600,336,400,1008
"5232",2018,12,41079110,15,386,"SC",0,927700,5538,25087,135622
"5233",2018,12,87089910,10,158,"SP",1,817800,2,2,83
"5234",2018,11,56031240,10,160,"PR",1,927700,16410,16410,61023
"5235",2018,6,99980201,10,267,"ND",1,817800,1746,1746,5916
"5236",2018,12,83024900,10,647,"SP",4,817600,18,18,42
"5237",2018,3,73202010,10,196,"SC",4,817600,0,0,4
"5238",2018,12,22060090,17,647,"SP",1,817800,1940,1940,2928
"5239",2018,11,4072100,20,538,"SP",0,917800,3,4,113
"5240",2018,3,73130000,10,97,"SP",7,147600,15994,15994,48871
"5241",2018,8,87089100,11,589,"SP",0,817800,1047,1237,19673
"5242",2018,8,85371090,10,63,"SP",0,817800,15,15,665
"5243",2018,1,39069019,10,169,"RJ",1,717600,21940,21940,27848
"5244",2018,3,85369090,11,361,"SP",4,817700,83901,81,2370
"5245",2018,12,8043000,10,538,"SP",0,817800,70,70,101
"5246",2018,8,84244900,11,317,"SP",4,817700,8,81,2168
"5247",2018,12,73182900,10,97,"SC",4,817600,1,1,0
"5248",2018,5,84099999,10,361,"SP",1,817800,2443,2443,28532
"5249",2018,6,99980201,10,990,"ND",1,440151,6296,6296,16119
"5250",2018,11,75051210,10,63,"SP",0,817800,350,350,12174
"5251",2018,4,85059090,10,586,"SP",7,917500,12,12,507
"5252",2018,6,85044029,11,580,"MG",1,817800,36,4,274
"5253",2018,12,73269090,10,493,"MG",4,817600,70,57,1968
"5254",2018,1,70091000,10,63,"SP",1,817800,9225,9225,177574
"5255",2018,5,73182900,10,586,"PR",9,917500,61,61,817
"5256",2018,10,85176291,11,249,"SP",4,817600,1,1,1944
"5257",2018,3,29224190,10,676,"SP",1,817800,247500,247500,310080
"5258",2018,3,69072200,15,580,"SC",1,927800,38591,541756,111015
"5259",2018,3,87089490,10,196,"SP",4,817600,2,2,43
"5260",2018,2,84749000,10,245,"SP",4,817700,1158,1158,33096
"5261",2018,11,64041900,13,244,"SE",0,817800,120,56,1237
"5262",2018,5,84122900,11,249,"ND",4,717700,2,7,61477
"5263",2018,3,33049990,10,97,"RS",9,250151,5,5,330
"5264",2018,3,72011000,10,249,"MG",1,717600,18060000,18060000,7314290
"5265",2018,12,4062000,10,573,"SP",0,812051,5,5,105
"5266",2018,10,84136011,11,87,"SP",0,817800,4,60,1253
"5267",2018,2,80011000,21,573,"SP",1,817800,250,251036,5345608
"5268",2018,9,84716062,11,589,"SP",4,817600,1,5,36
